                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.0025,                0.57287,                 0.8162,                0.84698,                0.61571,                0.72856,                0.49035,                0.91943,                0.51728,                 0.8112,              0.0011263,              0.0011263,              0.0011263
                     13,                   1.01,                0.55784,                0.82243,                0.82077,                 0.6715,                0.74377,                0.50833,                0.88375,                 0.4988,                0.80866,              0.0011139,              0.0011139,              0.0011139
                     14,                0.99207,                0.54156,                0.81667,                0.85975,                0.72922,                0.76942,                0.52898,                0.85229,                0.48256,                0.80717,              0.0011015,              0.0011015,              0.0011015
                     15,                0.95173,                0.52215,                0.81066,                0.87501,                0.67832,                0.75185,                0.50132,                0.89444,                0.50604,                0.81315,              0.0010891,              0.0010891,              0.0010891
                     16,                 0.9298,                0.52402,                0.81293,                0.84736,                0.69376,                0.75148,                0.50823,                0.88269,                0.50772,                0.80455,              0.0010768,              0.0010768,              0.0010768
                     17,                0.93178,                0.53583,                0.81204,                0.82825,                0.66229,                0.73696,                0.47146,                0.86746,                0.51981,                0.80795,              0.0010644,              0.0010644,              0.0010644
                     18,                0.95963,                 0.5292,                0.81009,                0.84551,                0.70661,                0.75992,                0.53788,                 0.8306,                 0.4886,                0.80574,               0.001052,               0.001052,               0.001052
                     19,                0.93622,                0.51296,                0.81416,                0.83921,                0.71994,                 0.7682,                 0.5266,                0.86718,                0.49484,                0.80974,              0.0010396,              0.0010396,              0.0010396
                     20,                0.94344,                0.51606,                 0.8094,                0.89185,                0.67543,                0.75593,                0.51604,                0.81894,                0.47117,                0.80101,              0.0010273,              0.0010273,              0.0010273
                     21,                0.90601,                0.50227,                0.81412,                0.93391,                 0.7009,                0.76006,                0.51415,                0.81514,                0.45881,                0.80513,              0.0010149,              0.0010149,              0.0010149
                     22,                0.89634,                0.49931,                0.80593,                0.83969,                0.65222,                0.76048,                0.50605,                0.84588,                0.48026,                0.80631,              0.0010025,              0.0010025,              0.0010025
                     23,                0.90567,                0.49256,                0.80376,                0.89641,                0.70704,                 0.7744,                0.54582,                0.77515,                0.45147,                0.79923,             0.00099013,             0.00099013,             0.00099013
                     24,                0.85923,                0.49272,                0.80676,                0.82843,                0.67842,                0.74714,                 0.5102,                0.81374,                0.48768,                0.80345,             0.00097775,             0.00097775,             0.00097775
                     25,                0.92662,                0.49498,                0.80746,                0.83658,                0.71155,                0.76174,                0.52263,                0.83271,                0.45459,                0.80164,             0.00096537,             0.00096537,             0.00096537
                     26,                0.86918,                0.47051,                0.80256,                 0.9343,                 0.6805,                0.77505,                0.56109,                0.74539,                0.43771,                0.79781,               0.000953,               0.000953,               0.000953
                     27,                0.85555,                0.46264,                0.79942,                0.90265,                0.69866,                0.77595,                0.52856,                0.79667,                0.44493,                0.80232,             0.00094062,             0.00094062,             0.00094062
                     28,                0.83473,                0.43936,                0.80263,                0.91585,                0.71214,                0.78307,                0.55191,                0.76136,                0.41185,                0.79641,             0.00092825,             0.00092825,             0.00092825
                     29,                0.84443,                0.44395,                0.79891,                0.94694,                0.68374,                 0.7808,                0.54524,                0.74311,                0.41838,                0.79665,             0.00091588,             0.00091588,             0.00091588
                     30,                0.81235,                0.42785,                0.80047,                0.94737,                0.69187,                0.77194,                0.55296,                0.78225,                0.42117,                0.79602,              0.0009035,              0.0009035,              0.0009035
                     31,                0.87023,                0.45174,                 0.8024,                0.86258,                 0.7108,                0.76137,                0.54008,                 0.7947,                0.44073,                0.79888,             0.00089112,             0.00089112,             0.00089112
                     32,                0.89845,                0.48423,                0.80065,                0.83725,                0.69753,                0.76983,                0.52932,                0.81035,                0.45069,                0.80156,             0.00087875,             0.00087875,             0.00087875
                     33,                 0.8512,                0.45172,                0.80608,                0.88904,                0.65461,                0.76244,                0.53014,                0.79355,                0.44176,                0.80235,             0.00086637,             0.00086637,             0.00086637
                     34,                0.85453,                0.45568,                0.80063,                0.85277,                0.74998,                0.78649,                0.55252,                0.77157,                0.43518,                0.79606,               0.000854,               0.000854,               0.000854
                     35,                0.82132,                0.44242,                0.80233,                0.82584,                0.74439,                0.78751,                0.55365,                0.76092,                0.43096,                 0.7986,             0.00084162,             0.00084162,             0.00084162
                     36,                0.82213,                0.44053,                0.80062,                 0.8381,                0.72668,                0.74549,                0.53836,                0.77212,                0.45952,                0.79686,             0.00082925,             0.00082925,             0.00082925
                     37,                0.81867,                0.43751,                0.79776,                0.86528,                0.72064,                 0.7719,                0.53501,                0.79835,                  0.443,                0.80056,             0.00081688,             0.00081688,             0.00081688
                     38,                0.83758,                0.44196,                0.79975,                0.88704,                0.71389,                0.77834,                0.55795,                0.74888,                0.41748,                0.79611,              0.0008045,              0.0008045,              0.0008045
                     39,                0.85979,                0.44804,                  0.799,                0.89705,                0.75312,                0.79226,                0.56665,                0.76724,                0.41985,                0.79888,             0.00079213,             0.00079213,             0.00079213
                     40,                 0.7796,                0.41344,                0.79763,                0.89334,                0.72589,                0.78438,                0.57244,                0.72309,                0.40291,                0.79219,             0.00077975,             0.00077975,             0.00077975
                     41,                0.80407,                0.41933,                0.80001,                0.87478,                0.71454,                0.77998,                0.56163,                0.76427,                0.43007,                0.79791,             0.00076738,             0.00076738,             0.00076738
                     42,                0.77772,                0.40703,                0.79874,                0.88262,                0.68956,                0.76773,                0.55743,                0.75874,                0.42525,                0.79421,               0.000755,               0.000755,               0.000755
                     43,                0.80307,                0.41946,                 0.7948,                0.85151,                0.71925,                0.77569,                0.55176,                0.73974,                0.40877,                0.79324,             0.00074263,             0.00074263,             0.00074263
                     44,                0.78653,                0.40728,                0.79621,                0.91195,                0.75517,                0.79803,                0.57334,                0.74432,                0.39962,                0.79504,             0.00073025,             0.00073025,             0.00073025
                     45,                0.79352,                0.41031,                0.79244,                0.88825,                0.74857,                0.79122,                0.55729,                0.71743,                0.40662,                0.79327,             0.00071788,             0.00071788,             0.00071788
                     46,                0.76415,                0.40384,                0.79415,                0.86346,                0.76556,                0.79671,                0.55322,                0.74942,                0.40116,                0.79341,              0.0007055,              0.0007055,              0.0007055
                     47,                 0.8192,                0.41119,                0.79543,                0.79513,                0.76465,                0.79963,                0.55119,                0.80036,                  0.411,                0.79749,             0.00069313,             0.00069313,             0.00069313
                     48,                0.84136,                0.42236,                0.79641,                0.81846,                0.75417,                0.79598,                0.54639,                0.80743,                0.41852,                0.79702,             0.00068075,             0.00068075,             0.00068075
                     49,                0.81524,                 0.4136,                0.79782,                0.88688,                0.73435,                0.78812,                0.57118,                0.72221,                0.40734,                0.79276,             0.00066838,             0.00066838,             0.00066838
                     50,                0.80505,                0.41792,                0.79787,                0.87459,                0.75626,                0.80464,                0.57168,                0.76483,                0.41604,                0.79944,               0.000656,               0.000656,               0.000656
                     51,                 0.7694,                0.40153,                0.79365,                0.93573,                0.72171,                0.79162,                0.56791,                 0.7414,                0.39877,                0.79408,             0.00064362,             0.00064362,             0.00064362
                     52,                0.77977,                0.39814,                0.79441,                0.91458,                0.73944,                0.79914,                0.56893,                0.72885,                 0.3943,                0.79289,             0.00063125,             0.00063125,             0.00063125
                     53,                0.75971,                0.39102,                 0.7945,                0.90761,                0.75333,                0.80819,                0.58183,                0.71791,                0.37317,                0.79131,             0.00061887,             0.00061887,             0.00061887
                     54,                0.77519,                0.39424,                0.79478,                0.83974,                0.77262,                0.81056,                0.55763,                0.73841,                0.39532,                0.79431,              0.0006065,              0.0006065,              0.0006065
                     55,                0.77441,                0.39801,                0.79114,                0.85606,                0.75132,                0.80043,                 0.5684,                0.72493,                0.39272,                0.79229,             0.00059413,             0.00059413,             0.00059413
                     56,                0.75855,                0.38992,                0.79529,                0.81309,                0.75689,                0.79336,                 0.5646,                0.71514,                0.38335,                0.79204,             0.00058175,             0.00058175,             0.00058175
                     57,                0.77027,                0.39099,                0.79163,                0.88694,                0.68778,                0.77057,                0.53958,                0.71932,                0.39649,                0.79197,             0.00056938,             0.00056938,             0.00056938
                     58,                0.76304,                0.38971,                0.79162,                0.88323,                0.72414,                0.80807,                0.56673,                0.72999,                0.40452,                0.79367,               0.000557,               0.000557,               0.000557
                     59,                0.78202,                0.39881,                0.79001,                0.90171,                0.75412,                0.81842,                0.56997,                0.73075,                0.39354,                0.79193,             0.00054463,             0.00054463,             0.00054463
                     60,                0.74109,                0.37587,                0.79153,                0.89799,                0.76468,                0.82018,                 0.6005,                0.68376,                0.36175,                0.79018,             0.00053225,             0.00053225,             0.00053225
                     61,                0.72626,                0.36723,                0.79287,                0.84205,                0.77749,                0.81102,                0.59304,                0.68594,                0.36979,                 0.7897,             0.00051988,             0.00051988,             0.00051988
                     62,                0.70961,                0.36566,                0.78943,                0.85501,                0.79674,                0.81548,                0.59669,                0.69893,                0.37556,                0.78896,              0.0005075,              0.0005075,              0.0005075
                     63,                0.75075,                0.38099,                0.79061,                0.86102,                0.74974,                0.80709,                0.58522,                0.75319,                0.39708,                0.79242,             0.00049513,             0.00049513,             0.00049513
                     64,                0.74198,                0.37874,                0.78823,                 0.9008,                0.75503,                0.80706,                0.56956,                 0.7333,                0.38999,                0.79157,             0.00048275,             0.00048275,             0.00048275
                     65,                0.74933,                0.37874,                0.79192,                0.86396,                0.72177,                0.78883,                0.56797,                0.73303,                0.38858,                0.79156,             0.00047038,             0.00047038,             0.00047038
                     66,                0.78562,                0.39034,                0.79193,                0.81658,                0.72216,                0.78549,                0.57407,                0.74084,                0.40508,                0.79158,               0.000458,               0.000458,               0.000458
                     67,                0.78332,                0.39463,                0.79486,                0.86839,                0.75589,                0.78884,                0.56082,                0.74272,                 0.3953,                0.79232,             0.00044563,             0.00044563,             0.00044563
                     68,                0.75625,                0.38334,                0.79042,                0.89206,                0.72904,                0.79232,                0.56392,                0.71416,                0.38488,                 0.7917,             0.00043325,             0.00043325,             0.00043325
                     69,                0.74795,                 0.3724,                 0.7932,                0.89364,                   0.73,                0.80061,                0.57773,                0.70055,                0.37806,                0.78956,             0.00042087,             0.00042087,             0.00042087
                     70,                0.73654,                0.37326,                0.78778,                 0.8921,                 0.7275,                0.79524,                0.57282,                0.69402,                0.38475,                0.78922,              0.0004085,              0.0004085,              0.0004085
                     71,                0.73845,                0.37671,                 0.7862,                 0.8615,                0.77033,                0.80365,                0.57383,                0.71052,                0.38288,                0.79089,             0.00039613,             0.00039613,             0.00039613
                     72,                0.70695,                0.36577,                  0.787,                0.88719,                0.77138,                0.81365,                0.58745,                0.69567,                0.37438,                 0.7886,             0.00038375,             0.00038375,             0.00038375
                     73,                 0.7256,                0.36091,                0.79467,                0.92985,                0.74025,                0.81075,                0.59485,                0.69607,                 0.3725,                0.79016,             0.00037138,             0.00037138,             0.00037138
                     74,                0.68635,                0.35125,                0.78794,                0.91309,                0.73724,                0.81127,                0.59209,                0.70754,                0.37563,                0.79116,               0.000359,               0.000359,               0.000359
                     75,                0.71708,                0.35309,                0.78739,                0.88947,                0.76979,                0.81449,                0.59289,                0.68858,                0.36612,                0.78869,             0.00034663,             0.00034663,             0.00034663
                     76,                0.71589,                0.35985,                0.78493,                 0.8785,                0.74877,                0.80061,                0.57958,                0.71127,                0.37291,                 0.7904,             0.00033425,             0.00033425,             0.00033425
                     77,                0.70959,                0.35358,                0.78995,                0.89777,                0.76048,                 0.8161,                 0.5912,                0.70158,                0.36789,                0.78863,             0.00032188,             0.00032188,             0.00032188
                     78,                0.71722,                   0.35,                0.78778,                0.91955,                0.74821,                0.81477,                0.59826,                0.68135,                0.35429,                0.78876,              0.0003095,              0.0003095,              0.0003095
                     79,                0.69841,                0.34464,                0.78785,                0.90973,                0.74721,                0.81584,                0.59931,                0.69238,                0.35691,                0.78825,             0.00029713,             0.00029713,             0.00029713
                     80,                0.67294,                0.33985,                 0.7864,                0.89982,                0.76086,                0.81394,                0.60726,                0.67999,                0.35414,                 0.7858,             0.00028475,             0.00028475,             0.00028475
                     81,                0.69019,                 0.3427,                0.78949,                0.90483,                0.75595,                0.80603,                0.60384,                0.67241,                0.35246,                0.78742,             0.00027237,             0.00027237,             0.00027237
                     82,                 0.6965,                0.34549,                0.78881,                0.92627,                0.73511,                0.80757,                0.58932,                0.70463,                0.36166,                0.78984,                0.00026,                0.00026,                0.00026
                     83,                0.69441,                0.34779,                0.78799,                0.93232,                0.75119,                0.81903,                0.60997,                0.67263,                0.35929,                0.78682,             0.00024762,             0.00024762,             0.00024762
                     84,                0.68259,                0.33936,                0.78769,                0.92659,                0.75347,                0.81603,                0.61106,                 0.6729,                0.35375,                0.78785,             0.00023525,             0.00023525,             0.00023525
                     85,                 0.6692,                0.33832,                0.78493,                0.90657,                0.75828,                0.81383,                0.60956,                0.67595,                0.35505,                0.78808,             0.00022288,             0.00022288,             0.00022288
                     86,                0.68484,                 0.3384,                0.79035,                0.92317,                0.76388,                0.81731,                0.60224,                0.67449,                0.35492,                0.78738,              0.0002105,              0.0002105,              0.0002105
                     87,                 0.6822,                0.33601,                0.78412,                0.92245,                0.73439,                0.80509,                 0.5938,                0.67264,                0.35965,                0.78753,             0.00019813,             0.00019813,             0.00019813
                     88,                0.67793,                0.33648,                0.78553,                0.90584,                0.74793,                0.80909,                0.60117,                0.66803,                0.36081,                0.78672,             0.00018575,             0.00018575,             0.00018575
                     89,                0.65139,                0.32475,                0.78527,                0.92135,                0.74124,                0.81319,                0.61299,                0.65521,                0.34635,                 0.7867,             0.00017338,             0.00017338,             0.00017338
                     90,                0.66959,                0.33032,                0.78467,                0.93016,                0.76228,                0.82325,                0.60789,                0.66749,                0.34598,                0.78699,               0.000161,               0.000161,               0.000161
                     91,                0.64565,                0.32796,                0.78386,                0.89681,                0.77614,                0.81582,                0.61007,                0.68186,                0.35125,                0.78667,             0.00014862,             0.00014862,             0.00014862
                     92,                0.64661,                0.32503,                0.78496,                0.92284,                 0.7563,                0.81345,                0.59924,                0.68697,                 0.3575,                0.78767,             0.00013625,             0.00013625,             0.00013625
                     93,                0.64059,                0.32023,                0.78673,                 0.9201,                0.75954,                 0.8151,                0.60371,                0.68127,                0.35722,                0.78843,             0.00012387,             0.00012387,             0.00012387
                     94,                0.63969,                0.32324,                0.78356,                0.91753,                0.75589,                0.80957,                0.60436,                 0.6724,                0.35363,                0.78766,              0.0001115,              0.0001115,              0.0001115
                     95,                0.63304,                0.32162,                0.78684,                0.91495,                 0.7478,                0.80778,                0.60367,                0.67155,                0.35108,                0.78744,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     96,                0.63448,                  0.318,                0.78349,                0.92388,                 0.7526,                0.81429,                0.60699,                0.68177,                0.35616,                0.78726,              8.675e-05,              8.675e-05,              8.675e-05
                     97,                0.61818,                0.31304,                0.78092,                0.91829,                0.76612,                0.81523,                0.61029,                0.66661,                0.34858,                0.78715,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     98,                0.62706,                 0.3126,                0.78435,                0.92715,                0.76279,                0.81728,                0.61608,                0.66473,                 0.3502,                0.78701,                6.2e-05,                6.2e-05,                6.2e-05
                     99,                0.61646,                0.30857,                0.78356,                0.92561,                0.76314,                0.81835,                0.61538,                 0.6633,                0.34528,                0.78624,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    100,                0.60486,                0.30698,                0.78529,                0.91477,                0.75718,                0.81331,                0.60886,                0.66212,                 0.3435,                0.78626,              3.725e-05,              3.725e-05,              3.725e-05
