                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                0.42057,                0.23016,                0.77596,                0.94717,                0.81868,                0.87243,                0.65166,                 0.6616,                0.34177,                0.82621,              0.0010149,              0.0010149,              0.0010149
                     60,                0.41115,                0.22298,                0.77502,                0.92202,                0.82477,                0.87499,                0.65296,                0.66473,                0.33564,                0.82684,              0.0010107,              0.0010107,              0.0010107
                     61,                0.41792,                0.22657,                0.77663,                0.93309,                0.81127,                0.87238,                0.65752,                0.65678,                0.33584,                0.82611,              0.0010066,              0.0010066,              0.0010066
                     62,                0.43651,                0.23592,                0.77732,                0.89333,                0.84632,                0.87236,                 0.6484,                 0.6611,                0.34114,                0.82631,              0.0010025,              0.0010025,              0.0010025
                     63,                0.42326,                0.23039,                 0.7757,                0.92937,                 0.8145,                0.84625,                0.65001,                0.65299,                0.33943,                0.82462,             0.00099837,             0.00099837,             0.00099837
                     64,                0.40111,                0.22136,                0.77383,                0.91658,                0.83513,                 0.8829,                0.65771,                0.66285,                0.34764,                 0.8267,             0.00099425,             0.00099425,             0.00099425
                     65,                0.40658,                0.22429,                0.77289,                0.87286,                0.82476,                0.86261,                0.64549,                0.66354,                0.35413,                0.82948,             0.00099013,             0.00099013,             0.00099013
                     66,                0.39377,                0.21748,                0.77227,                0.93279,                0.81715,                0.86218,                0.64381,                0.65851,                0.35033,                0.82818,               0.000986,               0.000986,               0.000986
                     67,                0.40224,                0.22091,                0.77356,                0.89586,                0.83969,                0.86026,                0.64761,                0.65388,                0.34643,                0.82746,             0.00098187,             0.00098187,             0.00098187
                     68,                0.40422,                0.21912,                0.77635,                0.90293,                0.83386,                0.87496,                0.65797,                 0.6598,                0.33722,                0.82537,             0.00097775,             0.00097775,             0.00097775
                     69,                0.40054,                0.22179,                0.77506,                0.90722,                0.83577,                0.87523,                0.64689,                0.67035,                0.34811,                0.82682,             0.00097362,             0.00097362,             0.00097362
                     70,                0.39602,                0.21574,                0.77464,                0.94883,                0.81495,                0.87786,                0.66417,                0.65253,                0.33179,                0.82575,              0.0009695,              0.0009695,              0.0009695
                     71,                0.41255,                0.22582,                0.77513,                0.89569,                0.83446,                0.88419,                0.66165,                0.65552,                0.34151,                0.82686,             0.00096537,             0.00096537,             0.00096537
                     72,                0.42447,                0.23242,                0.77616,                0.92975,                0.78265,                0.86667,                0.65171,                0.66108,                 0.3401,                0.82719,             0.00096125,             0.00096125,             0.00096125
                     73,                 0.4012,                0.22134,                0.77442,                0.93157,                0.81139,                0.88545,                0.65828,                0.65016,                0.33765,                0.82586,             0.00095712,             0.00095712,             0.00095712
                     74,                0.40452,                0.22237,                0.77522,                0.93392,                0.83376,                0.88017,                0.65893,                 0.6535,                0.34431,                0.82507,               0.000953,               0.000953,               0.000953
                     75,                0.39252,                0.21683,                0.77393,                0.89133,                0.81679,                0.85746,                0.63051,                0.66244,                0.34842,                0.82734,             0.00094887,             0.00094887,             0.00094887
                     76,                0.42376,                0.23331,                0.77501,                0.91803,                0.79158,                0.86198,                0.64633,                0.65773,                0.34682,                0.82822,             0.00094475,             0.00094475,             0.00094475
                     77,                0.41028,                0.22777,                0.77535,                0.93906,                0.83905,                0.87776,                0.66168,                0.66318,                0.33867,                0.82671,             0.00094062,             0.00094062,             0.00094062
                     78,                0.39554,                0.21846,                0.77558,                0.91972,                0.82657,                0.88931,                0.67212,                0.66687,                0.34324,                 0.8315,              0.0009365,              0.0009365,              0.0009365
                     79,                0.39978,                 0.2225,                0.77503,                0.91202,                 0.7984,                0.86633,                0.65488,                0.65482,                0.34171,                0.82764,             0.00093238,             0.00093238,             0.00093238
                     80,                0.39627,                0.21611,                0.77375,                0.89171,                0.83212,                 0.8664,                0.64915,                0.66076,                0.34596,                0.82967,             0.00092825,             0.00092825,             0.00092825
                     81,                0.41239,                0.22532,                0.77358,                0.85964,                0.83191,                0.85159,                 0.6312,                0.65758,                0.35455,                0.82807,             0.00092413,             0.00092413,             0.00092413
                     82,                0.40633,                0.22242,                 0.7745,                0.89588,                0.80641,                0.86423,                0.66248,                0.65357,                0.34367,                0.82612,                0.00092,                0.00092,                0.00092
                     83,                0.39905,                0.21874,                0.77274,                0.89807,                0.82232,                0.85984,                 0.6524,                0.65873,                0.34164,                0.82776,             0.00091588,             0.00091588,             0.00091588
                     84,                0.38618,                0.20909,                0.77274,                0.87193,                0.82808,                0.86464,                0.65847,                0.65263,                0.34797,                0.82815,             0.00091175,             0.00091175,             0.00091175
                     85,                0.38273,                0.20653,                0.77294,                0.92712,                0.79436,                0.86638,                0.66276,                0.65184,                0.33545,                0.82767,             0.00090763,             0.00090763,             0.00090763
                     86,                 0.3949,                0.21575,                0.77228,                0.96341,                0.79284,                0.85624,                0.64858,                0.66502,                0.35822,                0.82764,              0.0009035,              0.0009035,              0.0009035
                     87,                0.39467,                0.21573,                0.77419,                0.95861,                0.78941,                0.86391,                0.63937,                0.66137,                0.33889,                0.82961,             0.00089938,             0.00089938,             0.00089938
                     88,                0.39467,                0.21529,                0.77487,                0.95809,                 0.8136,                0.86999,                0.64634,                0.65529,                0.33805,                0.82902,             0.00089525,             0.00089525,             0.00089525
                     89,                0.39403,                0.21267,                0.77301,                0.96408,                0.80787,                0.87215,                 0.6531,                0.66247,                0.35373,                0.82691,             0.00089112,             0.00089112,             0.00089112
                     90,                0.38295,                0.21017,                0.77118,                0.96262,                0.80797,                0.88414,                0.66989,                0.65638,                0.34155,                0.82619,               0.000887,               0.000887,               0.000887
                     91,                0.39297,                0.21273,                0.77324,                0.93562,                0.81441,                0.87596,                0.66631,                0.65849,                0.34094,                0.82706,             0.00088288,             0.00088288,             0.00088288
                     92,                0.41526,                0.22331,                0.77397,                0.92541,                0.80203,                0.85847,                0.64984,                0.65261,                0.34314,                0.82624,             0.00087875,             0.00087875,             0.00087875
                     93,                0.38834,                0.21217,                0.77314,                0.89997,                0.82532,                0.86786,                0.65741,                 0.6525,                0.33132,                0.82742,             0.00087462,             0.00087462,             0.00087462
                     94,                0.37786,                 0.2052,                0.77314,                0.97065,                 0.7969,                0.87668,                0.66084,                0.65351,                0.33776,                0.82901,              0.0008705,              0.0008705,              0.0008705
                     95,                0.37763,                0.20302,                0.77508,                0.96153,                0.82056,                0.87421,                0.65583,                0.65421,                0.32999,                0.82885,             0.00086637,             0.00086637,             0.00086637
                     96,                0.37454,                0.20223,                0.77227,                0.98924,                0.80945,                0.88114,                  0.657,                0.65525,                0.33615,                0.82902,             0.00086225,             0.00086225,             0.00086225
                     97,                0.38622,                0.21132,                0.77419,                0.95555,                0.81874,                0.89174,                0.66514,                0.66505,                0.33677,                0.82823,             0.00085813,             0.00085813,             0.00085813
                     98,                0.39148,                 0.2099,                0.77249,                0.96214,                0.81515,                0.89451,                0.67014,                0.66245,                0.33452,                0.82925,               0.000854,               0.000854,               0.000854
                     99,                0.38502,                0.20969,                0.77192,                 0.9663,                0.81824,                0.88302,                0.66321,                0.66527,                0.33161,                 0.8311,             0.00084988,             0.00084988,             0.00084988
                    100,                0.37729,                 0.2069,                 0.7722,                0.96159,                0.81916,                0.87759,                0.65265,                0.65842,                0.34247,                0.82875,             0.00084575,             0.00084575,             0.00084575
                    101,                 0.3907,                0.21178,                0.77033,                 0.9437,                  0.802,                0.85855,                0.65537,                0.67118,                0.33452,                0.83045,             0.00084162,             0.00084162,             0.00084162
                    102,                0.39127,                0.21087,                0.77337,                0.94153,                0.81625,                0.87121,                0.65378,                0.65538,                0.32761,                0.82879,              0.0008375,              0.0008375,              0.0008375
                    103,                0.37832,                0.20508,                  0.773,                 0.9309,                0.82789,                0.87437,                0.64471,                0.66083,                0.33519,                0.82754,             0.00083337,             0.00083337,             0.00083337
                    104,                0.38951,                0.20922,                0.77303,                0.95647,                0.82429,                0.86154,                0.64245,                0.65403,                0.33077,                 0.8282,             0.00082925,             0.00082925,             0.00082925
                    105,                0.37027,                0.20263,                0.77298,                0.95515,                0.80959,                0.87309,                0.64967,                0.65483,                0.34096,                0.82661,             0.00082513,             0.00082513,             0.00082513
                    106,                0.37307,                0.20602,                0.77014,                0.93559,                0.79167,                 0.8504,                0.64995,                0.66329,                0.33767,                0.82804,               0.000821,               0.000821,               0.000821
                    107,                0.38723,                0.21266,                0.77065,                0.92542,                0.83553,                0.87453,                 0.6542,                0.67249,                0.35243,                0.83016,             0.00081688,             0.00081688,             0.00081688
                    108,                0.38006,                 0.2101,                0.77251,                0.90264,                0.83059,                0.86569,                0.65424,                0.65945,                0.33659,                0.82762,             0.00081275,             0.00081275,             0.00081275
                    109,                0.38622,                0.21118,                0.77182,                0.93175,                0.79064,                0.85549,                0.63931,                0.66494,                0.34475,                0.82544,             0.00080863,             0.00080863,             0.00080863
                    110,                0.37366,                0.20346,                0.77256,                0.94761,                0.80777,                0.86424,                0.64831,                0.65884,                0.34068,                0.82698,              0.0008045,              0.0008045,              0.0008045
                    111,                0.36457,                0.19921,                0.77228,                0.95846,                0.81103,                0.88544,                0.66887,                0.65418,                0.32719,                0.82717,             0.00080038,             0.00080038,             0.00080038
                    112,                 0.3627,                0.20072,                0.77092,                0.90469,                0.81806,                0.87523,                0.65455,                0.65809,                0.33802,                0.82773,             0.00079625,             0.00079625,             0.00079625
                    113,                0.37208,                0.20806,                0.76942,                0.92272,                0.81348,                0.88434,                 0.6537,                0.65684,                0.35042,                0.82622,             0.00079213,             0.00079213,             0.00079213
                    114,                0.36803,                0.20247,                0.77037,                0.90484,                0.82509,                0.88286,                 0.6595,                0.66008,                0.33481,                0.83087,               0.000788,               0.000788,               0.000788
                    115,                0.38501,                0.20871,                0.77256,                0.92563,                 0.8253,                0.86955,                0.65479,                0.66017,                0.33742,                0.82964,             0.00078387,             0.00078387,             0.00078387
                    116,                0.38776,                0.21071,                0.77329,                0.91195,                0.81545,                 0.8618,                0.66188,                0.65963,                0.34919,                0.82922,             0.00077975,             0.00077975,             0.00077975
                    117,                0.38218,                  0.207,                0.77159,                 0.9429,                0.82905,                0.87798,                0.66633,                0.66238,                 0.3341,                0.82919,             0.00077563,             0.00077563,             0.00077563
                    118,                0.37249,                0.20139,                0.77309,                0.90807,                0.82059,                0.86208,                0.65411,                0.66175,                0.34183,                 0.8275,              0.0007715,              0.0007715,              0.0007715
                    119,                0.38878,                 0.2139,                0.77492,                0.93706,                0.80231,                0.85811,                0.65677,                0.66903,                0.34416,                 0.8287,             0.00076738,             0.00076738,             0.00076738
                    120,                0.37804,                0.20966,                0.77352,                0.93865,                0.82177,                0.86686,                0.65872,                0.66236,                0.33729,                0.82837,             0.00076325,             0.00076325,             0.00076325
                    121,                 0.3768,                 0.2077,                0.77104,                0.89099,                0.81749,                0.87693,                0.66314,                0.65904,                0.33488,                0.82742,             0.00075912,             0.00075912,             0.00075912
